date,death,case,city,PM2.5,PM10,SO2,NO2,O3.24h,O3.8h,CO,t,h,v,w,p
2020/1/29,25,2082,武汉,56,60,5,16,84,62,0.7,4.4,79,0.8,1,1024
2020/1/30,30,2428,武汉,54,57,8,21,92,71,0.72,4.5,75,0.5,1,1024
2020/1/31,33,2953,武汉,55,60,7,28,109,73,0.77,4.7,70,0.5,1,1022
2020/2/1,32,3791,武汉,72,80,10,34,121,87,0.98,8.5,65,1,1,1021
2020/2/2,41,4711,武汉,66,74,11,35,105,58,1.03,9.3,75,0.6,1,1023
2020/2/3,48,5867,武汉,64,69,7,33,80,66,0.84,6.9,80,0.6,1,1024
2020/2/4,49,7733,武汉,74,80,8,31,113,67,1.04,6.5,79,0.5,1,1022
2020/2/5,52,9399,武汉,64,73,9,36,117,68,0.91,7.6,74,1.5,1,1022
2020/2/6,64,10782,武汉,97,103,9,32,112,69,1.26,5.3,93,2.9,2,1023
2020/2/7,67,12647,武汉,36,48,5,14,56,47,0.74,4.5,85,1.3,1,1028
2020/2/8,63,13801,武汉,18,20,5,12,48,43,0.56,5.9,81,0.4,1,1031
2020/2/9,73,15583,武汉,23,26,5,17,62,43,0.72,6,79,0.6,1,1028
2020/2/10,67,16949,武汉,31,35,6,20,92,62,0.77,8.6,84,0.9,1,1021
2020/2/11,72,17840,武汉,43,45,8,26,66,49,1.02,10,88,0.9,1,1018
2020/2/12,216,31123,武汉,28,31,6,17,60,41,0.94,10.2,87,0.5,1,1016
2020/2/13,88,34477,武汉,27,32,7,23,59,39,1,12.4,88,0.8,1,1010
2020/2/14,107,35385,武汉,24,31,9,23,63,43,1.22,13.5,89,2.4,2,1011
2020/2/15,110,36427,武汉,30,36,7,18,56,46,1.21,2.6,92,3.9,3,1027
2020/2/16,76,37733,武汉,13,25,5,10,58,51,0.76,2.2,76,0.5,1,1031
2020/2/17,72,38747,武汉,11,22,6,13,83,64,0.6,4.2,71,0.5,1,1032
2020/2/18,116,39667,武汉,14,23,6,17,93,68,0.6,6.4,67,0.6,1,1027
2020/2/19,88,39512,武汉,22,26,8,23,109,86,0.73,9.4,65,0.5,1,1023
2020/2/20,99,39283,武汉,30,34,12,22,92,63,0.84,8.9,71,0.9,1,1025
2020/2/21,90,38998,武汉,41,48,10,29,109,77,1.03,11.3,73,1,1,1028
2020/2/22,82,38569,武汉,50,53,7,20,95,66,0.87,10.7,76,0.6,1,1029
2020/2/23,131,38036,武汉,43,57,9,20,121,93,1.01,14.9,60,1.3,1,1021
2020/2/24,56,37749,武汉,35,69,13,23,109,80,0.96,19.2,67,1.8,2,1012
2020/2/25,42,36751,武汉,41,57,12,18,112,88,1.03,17.1,77,2,2,1014
2020/2/26,19,35711,武汉,75,89,7,21,116,80,1.18,12.3,84,2.6,2,1021
2020/2/27,28,34513,武汉,44,54,6,15,70,61,1.21,10.1,88,2.1,2,1021
2020/2/28,37,32455,武汉,32,45,6,17,62,37,0.92,6.2,94,1.3,1,1018
2020/2/29,26,31326,武汉,9,12,5,16,44,38,0.82,8.5,87,0.9,1,1015
2020/3/1,32,48984,武汉,17,17,6,19,91,63,0.98,9.3,78,2,2,1020
2020/3/2,24,26014,武汉,28,38,5,14,84,74,0.92,8.3,78,2,2,1022
2020/3/3,31,24258,武汉,26,36,6,15,71,65,0.92,7,86,0.3,1,1023
2020/3/4,23,22499,武汉,23,27,6,18,63,48,0.77,9.7,73,0.3,1,1024
2020/3/5,23,21176,武汉,33,40,8,22,114,81,1,10.6,72,1,1,1021
2020/3/6,21,20189,武汉,51,60,10,21,126,100,0.89,12,81,0.5,1,1013
2020/3/7,21,19052,武汉,41,48,9,18,83,61,0.92,14.2,77,0.8,1,1012
2020/3/8,18,17808,武汉,34,42,9,20,121,86,1.09,15.3,85,1.4,1,1007
2020/3/9,16,16644,武汉,27,32,8,20,81,43,1.18,12.1,84,3.8,3,1012
2020/3/10,19,15745,武汉,44,50,6,15,107,64,1,10.3,75,0.6,1,1019
2020/3/11,7,14522,武汉,32,52,6,19,106,78,0.88,12.6,71,0.6,1,1017
2020/3/12,6,13467,武汉,38,70,12,27,114,92,1.07,11.9,84,0.3,1,1013
2020/3/13,10,12362,武汉,48,63,17,31,85,61,1.34,11.5,79,2.8,2,1021
2020/3/14,10,11102,武汉,57,85,7,25,95,46,1.09,11.7,68,1,1,1022
2020/3/15,13,9915,武汉,47,78,7,19,115,99,0.91,14,63,0.3,1,1018
2020/3/16,11,9151,武汉,29,82,8,26,124,87,0.72,15.2,65,1,1,1018
2020/3/17,10,8305,武汉,45,86,12,32,104,67,1.06,15.8,68,0.8,1,1017
2020/3/18,6,7483,武汉,49,79,11,29,139,114,1.01,16.8,68,0.9,1,1012
2020/3/19,2,6744,武汉,45,73,10,22,126,85,0.89,15.8,69,1.1,1,1013
2020/3/20,6,6118,武汉,33,71,9,26,138,103,0.87,17.9,62,1.3,1,1010
2020/3/21,4,5610,武汉,32,88,14,24,145,108,0.96,19.8,74,1.5,1,1006
2020/3/22,9,5143,武汉,45,65,16,30,86,42,1.36,19,77,2.5,2,1012
2020/3/23,7,4701,武汉,57,86,8,16,123,104,1.08,17.8,75,1,1,1014
2020/3/24,2,4268,武汉,44,74,11,24,156,110,1.11,19.1,76,0.9,1,1012
2020/3/25,5,3794,武汉,37,57,14,24,96,64,1.07,19.7,89,2,2,1006
2020/3/26,4,3407,武汉,30,42,10,22,73,50,1.1,19.6,84,2.4,2,1007
2020/3/27,3,2880,武汉,24,36,9,20,92,63,1.02,8.3,88,4.6,3,1020
2020/3/28,5,2517,武汉,8,16,5,15,63,54,0.58,7.4,83,1.9,2,1023
2020/3/29,4,2045,武汉,11,15,7,17,90,68,0.7,7.2,91,1.7,2,1018
2020/3/30,1,1726,武汉,10,13,6,16,71,60,0.57,9.1,78,1,1,1017
2020/3/31,5,1457,武汉,15,19,6,17,76,53,0.62,9.1,85,0.8,1,1016
2020/4/1,6,1279,武汉,25,31,6,23,61,42,0.6,11.4,80,1.5,1,1019
2020/4/2,4,1128,武汉,26,34,7,26,101,68,0.76,13.8,81,0.9,1,1019
2020/4/3,4,984,武汉,39,44,7,22,117,87,0.76,14.2,68,1.3,1,1021
2020/4/4,3,830,武汉,45,67,8,25,113,90,0.74,14.5,73,0.8,1,1022
2020/4/5,1,644,武汉,45,67,8,30,141,95,0.8,15.9,66,0.9,1,1021
2020/4/6,0,574,武汉,49,75,9,30,166,128,0.82,16.4,64,0.6,1,1017
2020/4/7,1,515,武汉,29,64,12,33,139,106,0.84,16.1,68,0.4,1,1015
2020/4/8,2,445,武汉,40,65,11,43,159,90,0.94,16.5,68,0.4,1,1015
2020/4/9,1,398,武汉,35,62,10,54,156,97,0.82,18.1,67,0.6,1,1014
2020/4/10,2,348,武汉,36,65,9,55,179,100,0.76,13.2,82,3.9,3,1017
2020/4/11,0,319,武汉,47,69,7,23,84,48,0.73,8.5,83,3.3,2,1023
2020/4/12,2,302,武汉,18,24,5,18,99,70,0.53,13.5,69,0.9,1,1022
2020/4/13,0,243,武汉,32,43,8,28,135,116,0.57,15.2,63,0.6,1,1019
2020/4/14,0,218,武汉,28,47,8,47,141,69,0.59,17.1,59,1.5,1,1012
2020/4/15,0,179,武汉,26,53,13,44,137,86,0.66,18.6,65,1.5,1,1008
2020/4/16,0,146,武汉,28,51,15,42,146,98,0.73,24.1,58,1.1,1,1006
2020/4/17,0,129,武汉,43,72,17,38,158,101,0.86,22.6,43,2.3,2,1011
2020/4/18,0,122,武汉,34,100,11,21,119,102,0.65,15,87,1.1,1,1012
2020/4/19,0,109,武汉,35,55,6,22,100,73,0.8,15.1,80,1.5,1,1014
2020/4/20,0,105,武汉,21,27,5,20,145,111,0.7,14.2,94,0.3,1,1014
2020/4/21,0,102,武汉,40,49,7,44,99,69,0.97,14.4,78,0.6,1,1017
2020/4/22,0,97,武汉,29,47,8,30,91,63,0.67,17,68,0.5,1,1019
2020/4/23,0,69,武汉,34,62,11,40,142,97,0.77,16.7,69,0.4,1,1020
2020/4/24,0,47,武汉,40,74,10,41,137,90,0.66,17.5,64,1.1,1,1019
2020/4/25,0,23,武汉,24,52,9,36,128,66,0.47,20,61,1.4,1,1014
2020/4/26,0,12,武汉,23,49,8,35,137,94,0.49,20.3,69,1.1,1,1014
2020/1/20,0,NA,孝感,86,118,6,18,103,76,1.25,NA,NA,NA,NA,NA
2020/1/23,0,22,孝感,100,117,5,21,72,43,1.35,6.9,93,1.3,1,1021
2020/1/24,0,26,孝感,77,95,5,14,65,35,1.25,6.6,96,2.1,2,1025
2020/1/25,0,55,孝感,37,45,5,10,76,62,0.8,4.8,97,2.3,2,1026
2020/1/26,1,100,孝感,63,71,5,9,64,58,1,3.2,91,3.1,2,1024
2020/1/27,0,172,孝感,48,51,5,7,81,73,0.85,3.3,89,1.4,1,1023
2020/1/28,2,273,孝感,56,60,5,10,71,55,1.1,3.1,79,0.5,1,1023
2020/1/29,3,396,孝感,54,65,6,8,92,75,0.95,4.7,82,1,1,1024
2020/1/30,3,535,孝感,57,62,8,9,98,77,0.95,5.3,74,0.4,1,1023
2020/1/31,3,617,孝感,58,65,7,11,118,82,1.05,5.3,73,1,1,1022
2020/2/1,2,735,孝感,73,81,12,16,132,100,1.25,9.1,58,0.8,1,1021
2020/2/2,0,902,孝感,79,88,14,23,105,64,1.45,9.9,70,0.8,1,1023
2020/2/3,3,1104,孝感,94,101,11,14,84,61,1.15,7,79,0.4,1,1024
2020/2/4,1,1441,孝感,75,87,6,13,123,79,1.15,6.8,80,0.8,1,1022
2020/2/5,7,1862,孝感,85,95,9,18,126,75,1.25,7.8,76,1.5,1,1023
2020/2/6,0,2086,孝感,109,123,6,13,110,52,1.3,4.6,100,3.1,2,1023
2020/2/7,1,2258,孝感,36,45,4,7,47,44,0.9,4.3,90,1.4,1,1028
2020/2/8,3,2368,孝感,28,32,4,6,51,44,0.85,6,83,0.4,1,1030
2020/2/9,4,2459,孝感,26,27,5,8,71,56,0.9,6.2,82,1,1,1028
2020/2/10,8,2528,孝感,29,36,6,8,93,77,1,8.9,92,0.9,1,1021
2020/2/11,4,2570,孝感,32,42,7,11,74,53,1.1,9.7,97,0.8,1,1017
2020/2/12,4,2650,孝感,32,34,6,10,59,45,1.2,10.1,94,0.9,1,1015
2020/2/13,8,2751,孝感,26,29,6,12,54,41,1.2,11.9,94,0.5,1,1010
2020/2/14,5,2802,孝感,30,36,9,18,48,38,1.6,13.2,94,3,2,1012
2020/2/15,3,2826,孝感,33,42,7,9,64,52,1.4,2.2,95,3.8,3,1027
2020/2/16,5,2830,孝感,17,23,5,5,61,57,1,2.2,79,0.5,1,1030
2020/2/17,5,2801,孝感,12,22,5,6,83,66,0.9,4.8,64,0.5,1,1031
2020/2/18,7,2746,孝感,13,24,6,6,93,79,0.9,6.6,64,0.6,1,1027
2020/2/19,7,2675,孝感,18,26,7,9,111,90,1,9.5,62,0.8,1,1022
2020/2/20,5,2583,孝感,33,40,9,13,102,84,1.2,9.8,70,1,1,1025
2020/2/21,4,2564,孝感,41,49,10,14,115,83,1.3,11.8,74,1.1,1,1028
2020/2/22,4,2428,孝感,45,54,7,8,105,82,1.2,11.4,76,1,1,1029
2020/2/23,6,2285,孝感,48,58,10,12,128,103,1.35,14.3,65,1.1,1,1021
2020/2/24,2,2197,孝感,44,69,10,15,105,77,1.3,17.9,76,1.4,1,1012
2020/2/25,3,2063,孝感,53,69,12,16,103,68,1.55,16.8,76,1.5,1,1014
2020/2/26,0,2015,孝感,83,98,10,11,117,72,1.55,12.4,88,1.9,2,1021
2020/2/27,1,1782,孝感,47,56,4,6,80,72,1.45,9,94,1.8,2,1021
2020/2/28,1,1609,孝感,30,40,3,7,58,44,1.25,6,99,1.9,2,1018
2020/2/29,3,1356,孝感,10,12,3,8,54,50,1.25,8.7,93,1,1,1015
2020/3/1,2,3504,孝感,15,16,3,7,88,57,1.35,10.1,80,1.9,2,1020
2020/3/2,0,1001,孝感,27,38,3,6,83,72,1.35,8.3,77,1.6,2,1022
2020/3/3,0,838,孝感,26,36,3,7,74,63,1.35,7.5,84,0.6,1,1022
2020/3/4,1,685,孝感,20,26,3,7,76,61,1.25,10.3,70,0.9,1,1024
2020/3/5,2,576,孝感,28,37,4,9,109,90,1.25,10.5,73,1.3,1,1021
2020/3/6,0,484,孝感,46,62,7,15,144,107,1.65,11.3,88,0.6,1,1013
2020/3/7,2,423,孝感,42,55,7,14,82,58,1.55,14,82,0.6,1,1012
2020/3/8,1,369,孝感,35,43,6,9,112,88,1.55,14.9,91,1.4,1,1006
2020/3/9,0,335,孝感,31,37,6,9,81,62,1.6,11.9,94,3.5,3,1012
2020/3/10,0,281,孝感,40,44,4,8,98,62,1.6,10.4,76,0.9,1,1019
2020/3/11,0,243,孝感,30,49,5,7,108,92,1.4,12.8,74,1,1,1016
2020/3/12,0,213,孝感,34,68,7,12,117,89,1.6,12.7,89,1.1,1,1013
2020/3/13,0,188,孝感,40,53,8,13,110,89,1.7,11.7,78,2.9,2,1021
2020/3/14,0,155,孝感,49,80,6,13,76,42,1.65,12.4,67,1.8,2,1022
2020/3/15,1,139,孝感,43,76,8,9,119,104,1.5,13.8,67,0.8,1,1018
2020/3/16,0,125,孝感,44,95,6,12,131,88,1.5,15.7,53,0.6,1,1018
2020/3/17,1,113,孝感,47,92,8,16,113,83,1.65,15.9,66,0.9,1,1017
2020/3/18,0,93,孝感,59,95,8,12,145,119,1.25,17.4,68,1.9,2,1012
2020/3/19,0,69,孝感,52,78,6,9,136,108,0.8,16.4,64,1,1,1013
2020/3/20,0,41,孝感,39,99,6,12,132,88,0.7,18.1,53,2,2,1010
2020/3/21,0,30,孝感,39,100,7,13,164,117,0.8,18.8,83,0.8,1,1006
2020/3/22,0,24,孝感,44,68,14,23,93,56,1.3,18.4,77,2.8,2,1011
2020/3/23,0,21,孝感,55,93,6,12,120,98,0.95,18,73,0.6,1,1014
2020/3/24,0,14,孝感,43,71,6,15,148,95,1,19,84,1.3,1,1011
2020/3/25,0,10,孝感,45,62,9,19,122,74,1.2,19.7,98,1.3,1,1006
2020/3/26,0,7,孝感,34,46,10,21,64,49,1.4,18.7,96,1.6,2,1007
2020/3/27,0,4,孝感,22,26,5,11,91,54,1.1,8,90,4.1,3,1020
2020/3/28,0,1,孝感,12,18,2,7,63,56,0.7,7.6,88,1.5,1,1023
2020/3/29,0,1,孝感,13,18,3,8,84,69,0.75,7.1,97,1.3,1,1018
2020/3/30,0,1,孝感,12,15,2,7,75,67,0.75,8.9,80,0.9,1,1017
2020/3/31,0,1,孝感,17,21,2,7,85,64,0.8,9.5,89,0.8,1,1016
2020/4/1,0,1,孝感,23,31,5,12,69,44,0.75,11.7,81,1.1,1,1018
2020/4/2,0,1,孝感,27,37,5,14,108,64,0.7,14.2,81,1.8,2,1019
2020/4/3,0,1,孝感,40,52,5,10,107,93,0.7,14.4,65,2.1,2,1021
2020/4/4,0,1,孝感,45,66,6,12,121,94,0.7,15,71,1.1,1,1021
2020/4/5,1,1,孝感,51,71,7,13,139,100,0.85,16.4,61,0.8,1,1021
2020/1/20,0,12,黄冈,81,114,11,40,94,65,1,NA,NA,NA,NA,NA
2020/1/23,NA,10,黄冈,83,109,6,23,37,28,1.1,6.7,93,1.3,1,1020
2020/1/24,0,62,黄冈,73,100,5,22,40,29,1.3,7.1,95,1.5,1,1024
2020/1/25,2,120,黄冈,39,59,5,13,59,54,0.7,5.2,94,1.6,2,1025
2020/1/26,2,150,黄冈,56,75,6,11,60,43,0.85,3.2,90,3.4,3,1023
2020/1/27,0,211,黄冈,22,39,5,9,73,64,0.65,3.5,82,2.9,2,1022
2020/1/28,1,318,黄冈,41,57,6,10,72,61,0.85,4.2,74,1.3,1,1023
2020/1/29,7,489,黄冈,62,83,7,15,86,59,0.85,4.6,77,1.1,1,1023
2020/1/30,0,556,黄冈,65,87,9,14,97,76,0.9,5.5,73,0.9,1,1023
2020/1/31,2,708,黄冈,61,81,9,20,114,90,0.95,7.3,57,2,2,1022
2020/2/1,1,971,黄冈,82,102,10,16,122,96,0.95,9.3,53,1.9,2,1021
2020/2/2,2,1204,黄冈,65,85,9,14,110,86,0.85,9.1,73,1.1,1,1022
2020/2/3,2,1373,黄冈,72,90,9,24,84,61,1,7.9,80,0.9,1,1024
2020/2/4,6,1585,黄冈,59,81,11,22,111,75,1,8.7,64,1.3,1,1021
2020/2/5,4,1730,黄冈,64,86,14,20,123,96,0.9,8.8,70,0.9,1,1022
2020/2/6,3,1806,黄冈,66,83,5,15,116,77,0.8,6,93,2.5,2,1022
2020/2/7,4,1928,黄冈,32,54,4,11,80,46,0.7,5,87,1.9,2,1027
2020/2/8,7,2000,黄冈,20,40,4,11,48,41,0.6,6.6,83,0.9,1,1030
2020/2/9,2,2072,黄冈,27,47,5,13,57,40,0.65,6.6,82,0.9,1,1028
2020/2/10,7,2072,黄冈,42,63,7,20,100,67,0.85,8.7,77,1.3,1,1021
2020/2/11,2,2043,黄冈,51,73,7,19,62,44,1,9.6,87,1.1,1,1017
2020/2/12,4,2266,黄冈,24,41,6,18,60,45,0.9,10.8,84,1.3,1,1015
2020/2/13,1,2306,黄冈,26,41,7,17,61,53,1,13.6,81,2.6,2,1010
2020/2/14,9,2230,黄冈,18,30,6,11,66,53,0.85,14.6,86,4.4,3,1010
2020/2/15,7,2144,黄冈,19,30,6,10,59,40,0.9,3.3,91,6,4,1024
2020/2/16,3,2040,黄冈,19,40,5,8,67,48,0.8,3.3,65,1.9,2,1029
2020/2/17,6,1911,黄冈,16,43,7,11,88,69,0.65,5.2,60,1.1,1,1031
2020/2/18,1,1819,黄冈,20,44,7,13,95,84,0.65,7.8,45,1.6,2,1027
2020/2/19,2,1686,黄冈,26,45,9,11,109,93,0.75,9.7,50,1.8,2,1022
2020/2/20,1,1620,黄冈,36,54,10,18,85,61,0.85,11.1,51,2,2,1024
2020/2/21,5,1537,黄冈,46,64,7,11,106,81,0.75,10.6,75,2.1,2,1027
2020/2/22,3,1403,黄冈,48,69,6,14,73,60,0.9,10.9,76,1.4,1,1028
2020/2/23,5,1268,黄冈,46,73,7,15,106,83,1,15.3,52,2,2,1021
2020/2/24,3,1144,黄冈,39,84,10,20,114,99,0.9,19.7,57,2.5,2,1012
2020/2/25,1,1040,黄冈,40,63,10,17,107,77,1,17.4,74,2.8,2,1013
2020/2/26,3,947,黄冈,77,97,7,17,103,70,1.15,12,91,2.3,2,1020
2020/2/27,4,848,黄冈,52,68,5,13,60,47,1.3,10.8,87,1.5,1,1020
2020/2/28,1,751,黄冈,35,57,6,15,63,40,0.9,6.3,96,2.9,2,1017
2020/2/29,0,673,黄冈,16,32,5,14,41,36,0.9,8.7,86,1,1,1015
2020/3/1,1,2874,黄冈,19,32,5,13,94,73,1,9.7,80,2.6,2,1019
2020/3/2,3,533,黄冈,31,47,6,13,81,69,1.1,8.5,77,1.3,1,1021
2020/3/3,2,445,黄冈,29,52,6,10,82,61,1.05,8.2,79,1,1,1021
2020/3/4,0,380,黄冈,30,49,5,14,70,55,1.05,10.2,72,1,1,1023
2020/3/5,1,314,黄冈,35,54,7,15,103,84,1.1,11.4,65,2,2,1020
2020/3/6,3,259,黄冈,51,72,8,17,116,96,1.1,11.5,80,1.4,1,1013
2020/3/7,0,200,黄冈,40,59,8,22,77,34,1.2,14.3,79,1.3,1,1012
2020/3/8,0,155,黄冈,29,41,8,17,92,72,1.25,14.7,88,1.3,1,1006
2020/3/9,0,141,黄冈,27,40,6,16,80,45,1.2,12.1,88,4.6,3,1010
2020/3/10,0,125,黄冈,45,58,6,14,93,73,1.25,11.9,68,2.3,2,1019
2020/3/11,0,98,黄冈,48,69,7,16,108,94,1.3,13.4,57,2.3,2,1016
2020/3/12,0,77,黄冈,42,77,8,18,115,99,1.25,13.2,69,1.5,1,1013
2020/3/13,0,62,黄冈,42,66,11,21,90,69,1.3,11.9,79,3.8,3,1020
2020/3/14,0,52,黄冈,56,89,7,20,95,48,1.35,11.8,68,1.8,2,1021
2020/3/15,0,44,黄冈,41,77,8,17,133,104,1.2,14.8,56,1.1,1,1018
2020/3/16,0,32,黄冈,38,92,9,19,125,94,1.15,16.1,53,1.1,1,1017
2020/3/17,0,26,黄冈,49,97,9,20,105,89,1.15,16.4,55,1.1,1,1016
2020/3/18,0,3,黄冈,53,93,11,24,147,120,1.25,17,62,1.3,1,1012
2020/1/24,0,1,鄂州,73,93,7,30,34,19,1.43,7.5,99,1,1,1023
2020/1/25,0,1,鄂州,37,51,6,16,58,54,0.77,5.7,97,1.3,1,1024
2020/1/26,0,20,鄂州,50,65,6,13,59,45,0.93,3.8,95,1.9,2,1022
2020/1/27,0,57,鄂州,19,32,6,10,73,64,0.7,3.7,84,1.5,1,1022
2020/1/28,1,84,鄂州,37,51,6,11,73,59,0.9,4.2,77,1,1,1022
2020/1/29,1,122,鄂州,60,79,8,19,82,60,1,4.5,79,0.5,1,1023
2020/1/30,4,186,鄂州,56,74,10,19,95,76,1.1,6,73,0.6,1,1022
2020/1/31,3,220,鄂州,62,77,11,20,116,88,1.17,6.1,69,1,1,1022
2020/2/1,4,269,鄂州,75,96,13,30,119,84,1.33,8.8,57,1.3,1,1021
2020/2/2,2,291,鄂州,59,78,15,26,103,78,1.23,9.1,73,0.6,1,1022
2020/2/3,3,315,鄂州,60,81,11,32,84,67,1.13,8.3,84,0.4,1,1023
2020/2/4,0,360,鄂州,59,80,10,30,104,66,1.23,8.3,74,0.4,1,1021
2020/2/5,0,399,鄂州,58,79,11,36,120,74,1.07,10.1,65,1.3,1,1021
2020/2/6,0,445,鄂州,57,75,10,24,114,78,1,7,94,1.5,1,1021
2020/2/7,2,542,鄂州,36,45,6,14,82,46,0.87,5.3,90,1.5,1,1027
2020/2/8,1,586,鄂州,29,31,6,13,45,39,0.83,6.4,87,0.3,1,1029
2020/2/9,3,662,鄂州,32,40,6,13,54,40,0.83,6.9,82,0.3,1,1027
2020/2/10,2,718,鄂州,41,55,10,20,95,69,1.2,8.1,92,0.5,1,1020
2020/2/11,2,774,鄂州,52,67,10,30,50,29,1.47,9.3,95,0.6,1,1017
2020/2/12,2,965,鄂州,33,38,9,23,50,35,1.17,10.7,92,0.4,1,1015
2020/2/13,2,998,鄂州,32,38,10,24,61,39,1.23,14,90,1.6,2,1010
2020/2/14,1,1044,鄂州,23,28,15,20,61,42,1.5,16.2,90,1.9,2,1009
2020/2/15,0,998,鄂州,19,29,11,14,69,41,1.23,3.9,97,3.9,3,1023
2020/2/16,1,1019,鄂州,17,31,6,8,66,48,0.83,3.5,61,1.8,2,1029
2020/2/17,1,1061,鄂州,15,39,10,12,85,65,0.83,5.3,56,1,1,1030
2020/2/18,1,1037,鄂州,16,38,11,12,94,82,0.87,7.8,55,1.3,1,1026
2020/2/19,1,1001,鄂州,22,40,12,25,105,83,0.97,9,61,0.4,1,1022
2020/2/20,1,956,鄂州,32,54,17,29,87,50,1.3,10.2,63,1.4,1,1024
2020/2/21,0,962,鄂州,36,55,13,20,101,72,1.03,10.1,82,0.6,1,1026
2020/2/22,1,955,鄂州,42,60,8,19,69,57,0.97,10.9,71,0.9,1,1028
2020/2/23,0,927,鄂州,42,69,11,21,105,82,1.2,15.2,55,1,1,1021
2020/2/24,1,881,鄂州,36,85,16,25,110,90,1.27,19,66,0.5,1,1012
2020/2/25,0,851,鄂州,38,63,15,23,110,67,1.37,18.9,74,1.5,1,1012
2020/2/26,1,806,鄂州,69,94,11,23,105,73,1.17,12.6,97,1.4,1,1019
2020/2/27,1,737,鄂州,44,63,7,19,51,35,1.27,11.6,81,0.9,1,1020
2020/2/28,1,663,鄂州,33,56,9,21,57,37,1,7.6,97,1.8,2,1016
2020/2/29,3,601,鄂州,13,29,8,18,38,32,1.1,8.7,90,0.6,1,1014
2020/3/1,1,1155,鄂州,18,30,9,17,90,66,1.13,10.4,81,1.1,1,1018
2020/3/2,0,529,鄂州,28,42,8,14,79,66,1.13,9.2,83,1.3,1,1021
2020/3/3,1,504,鄂州,24,45,8,14,77,57,1.07,8.4,93,0.6,1,1021
2020/3/4,3,465,鄂州,27,44,9,16,67,52,1.07,10.4,77,0.8,1,1023
2020/3/5,1,430,鄂州,31,48,11,18,92,79,1.07,12.6,58,2.3,2,1020
2020/3/6,1,411,鄂州,46,71,14,24,112,90,1.37,11.8,89,0.9,1,1012
2020/3/7,0,384,鄂州,36,54,14,25,70,29,1.4,14.5,78,1.5,1,1011
2020/3/8,0,352,鄂州,28,42,13,21,92,77,1.33,15,87,1.5,1,1005
2020/3/9,0,310,鄂州,24,36,15,28,67,35,1.47,12.5,92,2.6,2,1009
2020/3/10,0,261,鄂州,38,54,9,17,95,74,1.13,11.6,70,2,2,1018
2020/3/11,1,213,鄂州,41,65,12,20,106,96,1.27,12.7,73,1.1,1,1016
2020/3/12,0,178,鄂州,40,76,18,30,110,86,1.53,12.6,80,0.4,1,1013
2020/3/13,2,155,鄂州,40,67,20,30,87,60,1.47,13.3,76,1.5,1,1019
2020/3/14,0,125,鄂州,50,88,13,24,100,49,1.23,12.2,67,1.5,1,1021
2020/3/15,0,65,鄂州,38,76,17,21,124,107,1.23,15,56,0.8,1,1018
2020/3/16,0,62,鄂州,33,86,14,23,123,79,0.93,15.7,58,0.9,1,1017
2020/3/17,0,57,鄂州,43,86,16,30,102,77,1.1,16.3,58,0.8,1,1016
2020/3/18,1,47,鄂州,48,89,15,25,147,124,1.07,17.1,59,0.8,1,1011
2020/3/19,0,38,鄂州,45,86,14,20,134,95,1.07,18.1,58,0.8,1,1012
2020/3/20,0,33,鄂州,39,72,13,25,142,112,0.93,20.7,43,1.6,2,1009
2020/3/21,1,21,鄂州,38,119,23,28,169,123,1.23,19.8,83,1.3,1,1005
2020/3/22,0,16,鄂州,37,62,18,24,86,53,1.3,19.6,90,0.4,1,1010
2020/3/23,0,12,鄂州,45,71,10,19,103,88,1.07,18.9,75,1.1,1,1013
2020/3/24,0,8,鄂州,48,82,14,26,140,103,1.1,19.1,70,1.4,1,1011
2020/3/25,0,7,鄂州,37,68,20,35,80,51,1.17,18.8,96,1.4,1,1006
2020/3/26,0,5,鄂州,34,48,17,26,60,42,1.3,19.8,94,1.8,2,1006
2020/3/27,0,3,鄂州,26,41,14,20,95,59,1.17,10.1,91,1.9,2,1017
2020/3/28,0,3,鄂州,10,21,7,13,62,57,0.63,7.9,86,2.1,2,1021
2020/3/29,0,3,鄂州,12,24,7,14,76,61,0.73,7.2,93,1.1,1,1016
2020/3/30,0,2,鄂州,11,23,6,12,70,54,0.63,8.4,95,0.8,1,1016
2020/1/24,0,5,随州,87,116,4,20,66,50,1.3,5,90,2.3,2,1017
2020/1/25,0,36,随州,51,64,3,13,75,64,0.93,3.7,81,1.6,2,1018
2020/1/26,0,52,随州,88,102,3,13,66,64,1.3,2.6,83,2,2,1015
2020/1/27,0,70,随州,66,77,4,9,82,64,0.87,3,78,1.1,1,1013
2020/1/28,0,116,随州,74,84,3,10,83,67,1,2.6,75,0.9,1,1013
2020/1/29,0,143,随州,57,69,4,11,94,69,0.97,3.4,71,0.8,1,1013
2020/1/30,0,228,随州,56,69,5,13,95,72,1,4.3,66,0.9,1,1013
2020/1/31,1,304,随州,55,63,5,13,117,88,0.97,5.4,64,1,1,1012
2020/2/1,2,383,随州,70,84,7,18,132,106,1.07,7.5,59,0.9,1,1011
2020/2/2,2,452,随州,81,95,7,18,115,89,1.1,9.5,62,1.1,1,1013
2020/2/3,1,633,随州,75,86,6,17,118,93,1.07,6.3,72,0.5,1,1015
2020/2/4,2,697,随州,104,122,5,16,116,92,1.33,6.4,71,1,1,1012
2020/2/5,1,817,随州,92,106,5,14,124,103,1.23,4.9,78,1.9,2,1013
2020/2/6,0,897,随州,115,137,4,14,98,41,1.47,2.4,90,2.5,2,1015
